order_item_id,created_at,order_id,product_id,is_primary_item,price_usd,cogs_usd
481,2012-07-16 11:31:07,481,1,1,49.99,19.49
482,2012-07-16 13:27:03,482,1,1,49.99,19.49
483,2012-07-16 15:25:14,483,1,1,49.99,19.49
484,2012-07-16 18:34:41,484,1,1,49.99,19.49
485,2012-07-16 19:17:59,485,1,1,49.99,19.49
486,2012-07-17 00:45:50,486,1,1,49.99,19.49
487,2012-07-17 05:43:11,487,1,1,49.99,19.49
488,2012-07-17 13:18:34,488,1,1,49.99,19.49
489,2012-07-17 13:23:08,489,1,1,49.99,19.49
490,2012-07-17 17:21:16,490,1,1,49.99,19.49
491,2012-07-17 18:08:05,491,1,1,49.99,19.49
492,2012-07-17 20:29:43,492,1,1,49.99,19.49
493,2012-07-17 21:21:08,493,1,1,49.99,19.49
494,2012-07-18 08:25:04,494,1,1,49.99,19.49
495,2012-07-18 10:18:16,495,1,1,49.99,19.49
496,2012-07-18 22:06:59,496,1,1,49.99,19.49
497,2012-07-18 23:31:30,497,1,1,49.99,19.49
498,2012-07-19 11:13:56,498,1,1,49.99,19.49
499,2012-07-19 15:54:59,499,1,1,49.99,19.49
500,2012-07-19 17:43:50,500,1,1,49.99,19.49
