order_id,created_at,website_session_id,user_id,primary_product_id,items_purchased,price_usd,cogs_usd
424,2012-07-05 09:59:09,13880,12909,1,1,49.99,19.49
425,2012-07-05 11:14:31,13891,12920,1,1,49.99,19.49
426,2012-07-05 16:37:59,13949,12977,1,1,49.99,19.49
427,2012-07-05 19:49:47,13975,13001,1,1,49.99,19.49
428,2012-07-05 20:41:36,13981,13006,1,1,49.99,19.49
429,2012-07-06 11:27:19,14062,13081,1,1,49.99,19.49
430,2012-07-06 14:55:59,14098,11375,1,1,49.99,19.49
431,2012-07-06 18:26:30,14124,13138,1,1,49.99,19.49
432,2012-07-06 19:31:49,14129,13142,1,1,49.99,19.49
433,2012-07-06 23:22:36,14147,13159,1,1,49.99,19.49
434,2012-07-07 03:59:22,14157,13168,1,1,49.99,19.49
435,2012-07-07 11:23:00,14170,13179,1,1,49.99,19.49
436,2012-07-07 15:54:15,14186,13194,1,1,49.99,19.49
437,2012-07-07 17:04:54,14195,13203,1,1,49.99,19.49
438,2012-07-08 01:02:03,14205,13212,1,1,49.99,19.49
439,2012-07-08 09:24:08,14219,13225,1,1,49.99,19.49
440,2012-07-09 01:52:21,14289,13288,1,1,49.99,19.49
441,2012-07-09 09:42:21,14307,13304,1,1,49.99,19.49
442,2012-07-09 13:16:10,14346,13339,1,1,49.99,19.49
443,2012-07-09 13:45:45,14357,13349,1,1,49.99,19.49
444,2012-07-09 13:49:41,14354,13346,1,1,49.99,19.49
445,2012-07-09 15:11:16,14377,13369,1,1,49.99,19.49
446,2012-07-09 16:22:11,14383,13374,1,1,49.99,19.49
447,2012-07-10 10:05:45,14460,13445,1,1,49.99,19.49
448,2012-07-10 10:29:22,14462,13447,1,1,49.99,19.49
449,2012-07-10 11:39:32,14476,13459,1,1,49.99,19.49
450,2012-07-10 18:36:11,14550,13530,1,1,49.99,19.49
451,2012-07-10 20:15:01,14564,13544,1,1,49.99,19.49
452,2012-07-10 21:09:44,14567,7578,1,1,49.99,19.49
453,2012-07-11 05:50:22,14604,10468,1,1,49.99,19.49
454,2012-07-11 09:23:53,14623,13595,1,1,49.99,19.49
455,2012-07-11 12:21:30,14657,13624,1,1,49.99,19.49
456,2012-07-11 12:52:47,14663,13629,1,1,49.99,19.49
457,2012-07-11 13:24:17,14671,13637,1,1,49.99,19.49
458,2012-07-11 13:47:21,14678,13644,1,1,49.99,19.49
459,2012-07-11 13:48:14,14679,13645,1,1,49.99,19.49
460,2012-07-11 15:06:13,14688,13652,1,1,49.99,19.49
461,2012-07-11 16:03:49,14698,13660,1,1,49.99,19.49
462,2012-07-12 16:32:46,14865,13812,1,1,49.99,19.49
463,2012-07-12 19:04:07,14889,13833,1,1,49.99,19.49
464,2012-07-12 19:52:36,14895,13839,1,1,49.99,19.49
465,2012-07-12 23:48:07,14918,13859,1,1,49.99,19.49
466,2012-07-13 08:10:50,14943,13881,1,1,49.99,19.49
467,2012-07-13 10:41:18,14960,13898,1,1,49.99,19.49
468,2012-07-13 13:03:58,14979,13913,1,1,49.99,19.49
469,2012-07-13 23:45:01,15051,9892,1,1,49.99,19.49
470,2012-07-14 02:51:53,15056,7204,1,1,49.99,19.49
471,2012-07-14 12:53:11,15094,7753,1,1,49.99,19.49
472,2012-07-14 14:57:16,15102,14021,1,1,49.99,19.49
473,2012-07-14 15:30:54,15103,14022,1,1,49.99,19.49
474,2012-07-15 01:38:13,15134,14049,1,1,49.99,19.49
475,2012-07-15 10:16:15,15153,14068,1,1,49.99,19.49
476,2012-07-15 12:04:18,15156,14071,1,1,49.99,19.49
477,2012-07-15 14:13:43,15173,14085,1,1,49.99,19.49
478,2012-07-15 19:03:48,15188,14098,1,1,49.99,19.49
479,2012-07-15 19:50:21,15194,14102,1,1,49.99,19.49
480,2012-07-16 10:46:43,15263,14165,1,1,49.99,19.49
481,2012-07-16 11:31:07,15269,6960,1,1,49.99,19.49
482,2012-07-16 13:27:03,15292,14190,1,1,49.99,19.49
483,2012-07-16 15:25:14,15313,9740,1,1,49.99,19.49
484,2012-07-16 18:34:41,15339,14235,1,1,49.99,19.49
485,2012-07-16 19:17:59,15343,14239,1,1,49.99,19.49
486,2012-07-17 00:45:50,15366,14260,1,1,49.99,19.49
487,2012-07-17 05:43:11,15375,14268,1,1,49.99,19.49
488,2012-07-17 13:18:34,15440,14325,1,1,49.99,19.49
489,2012-07-17 13:23:08,15444,14329,1,1,49.99,19.49
490,2012-07-17 17:21:16,15490,14370,1,1,49.99,19.49
491,2012-07-17 18:08:05,15503,14382,1,1,49.99,19.49
492,2012-07-17 20:29:43,15527,14405,1,1,49.99,19.49
493,2012-07-17 21:21:08,15534,13547,1,1,49.99,19.49
494,2012-07-18 08:25:04,15570,14442,1,1,49.99,19.49
495,2012-07-18 10:18:16,15584,14453,1,1,49.99,19.49
496,2012-07-18 22:06:59,15711,14570,1,1,49.99,19.49
497,2012-07-18 23:31:30,15716,8415,1,1,49.99,19.49
498,2012-07-19 11:13:56,15776,14626,1,1,49.99,19.49
499,2012-07-19 15:54:59,15819,14663,1,1,49.99,19.49
500,2012-07-19 17:43:50,15845,11071,1,1,49.99,19.49
